Internet Service,Internet Service_Telco_customer_churn_services,Online Security,Online Security_Telco_customer_churn_services,Online Backup,Online Backup_Telco_customer_churn_services,Streaming TV,Streaming TV_Telco_customer_churn_services,Streaming Movies,Streaming Movies_Telco_customer_churn_services,Contract,Contract_Telco_customer_churn_services,Payment Method,Payment Method_Telco_customer_churn_services,Total Charges,Total Charges_Telco_customer_churn_services,Churn Reason,Churn Reason_Telco_customer_churn_status
Fiber optic,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Month-to-Month,Electronic check,Bank Withdrawal,6985.65,6985.65,Competitor had better devices,Competitor had better devices
Fiber optic,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,One year,One Year,Bank transfer (automatic),Bank Withdrawal,5794.65,5794.65,Competitor offered higher download speeds,Competitor offered higher download speeds
Fiber optic,Yes,No,No,No,No,No,No,Yes,Yes,Month-to-month,Month-to-Month,Electronic check,Bank Withdrawal,855.3,855.3,Competitor offered more data,Competitor offered more data
DSL,Yes,No,No,No,No,Yes,Yes,No,No,Month-to-month,Month-to-Month,Electronic check,Bank Withdrawal,2499.3,2499.3,Don't know,Don't know
Fiber optic,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-month,Month-to-Month,Electronic check,Bank Withdrawal,89.55,89.55,Competitor had better devices,Competitor had better devices
Fiber optic,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-month,Month-to-Month,Electronic check,Bank Withdrawal,1899.65,1899.65,Competitor had better devices,Competitor had better devices
DSL,Yes,No,No,No,No,No,No,No,No,Month-to-month,Month-to-Month,Mailed check,Mailed Check,45.7,45.7,Competitor offered higher download speeds,Competitor offered higher download speeds
Fiber optic,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Month-to-month,Month-to-Month,Electronic check,Bank Withdrawal,161.5,161.5,Competitor offered higher download speeds,Attitude of support person
Fiber optic,Yes,No,No,No,No,No,No,No,No,Month-to-month,Month-to-Month,Bank transfer (automatic),Bank Withdrawal,222.3,222.3,Competitor offered higher download speeds,Competitor offered higher download speeds
Fiber optic,Yes,No,No,No,No,No,No,No,No,Month-to-month,Month-to-Month,Mailed check,Mailed Check,74.6,74.6,Competitor offered more data,Competitor offered more data
No,No,No internet service,No,No internet service,No,No internet service,No,No internet service,No,Month-to-month,Month-to-Month,Electronic check,Bank Withdrawal,164.3,164.3,Competitor offered more data,Attitude of support person
No,No,No internet service,No,No internet service,No,No internet service,No,No internet service,No,One year,One Year,Mailed check,Mailed Check,35.9,35.9,Competitor offered more data,Attitude of support person
DSL,Yes,No,No,No,No,No,No,No,No,Month-to-month,Month-to-Month,Mailed check,Mailed Check,96.05,96.05,Competitor made better offer,Competitor made better offer
Fiber optic,Yes,No,No,No,No,No,No,No,No,Month-to-month,Month-to-Month,Electronic check,Bank Withdrawal,145.15,145.15,Competitor made better offer,Competitor made better offer
DSL,Yes,No,No,No,No,No,No,No,No,Month-to-month,Month-to-Month,Mailed check,Mailed Check,191.05,191.05,Competitor had better devices,Competitor had better devices
Fiber optic,Yes,No,No,No,No,No,No,No,No,Month-to-month,Month-to-Month,Mailed check,Mailed Check,75.05,75.05,Competitor offered higher download speeds,Competitor made better offer
DSL,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Month-to-Month,Electronic check,Bank Withdrawal,2550.9,2550.9,Competitor offered more data,Competitor made better offer
DSL,Yes,No,No,No,No,No,No,Yes,Yes,Month-to-month,Month-to-Month,Electronic check,Bank Withdrawal,62.25,62.25,Competitor made better offer,Competitor made better offer
Fiber optic,Yes,No,No,No,No,No,No,Yes,Yes,Month-to-month,Month-to-Month,Electronic check,Bank Withdrawal,80,80.0,Competitor had better devices,Competitor had better devices
DSL,Yes,Yes,Yes,No,No,No,No,No,No,Month-to-month,Month-to-Month,Electronic check,Bank Withdrawal,91.1,91.1,Competitor had better devices,Competitor made better offer
Fiber optic,Yes,No,No,No,No,No,No,No,No,Month-to-month,Month-to-Month,Credit card (automatic),Credit Card,270.7,270.7,Competitor offered higher download speeds,Competitor made better offer
DSL,Yes,No,No,No,No,No,No,No,No,Month-to-month,Month-to-Month,Electronic check,Bank Withdrawal,168.15,168.15,Competitor offered higher download speeds,Competitor made better offer
Fiber optic,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Month-to-month,Month-to-Month,Bank transfer (automatic),Bank Withdrawal,2015.35,2015.35,Competitor offered higher download speeds,Competitor made better offer
No,No,No internet service,No,No internet service,No,No internet service,No,No internet service,No,Month-to-month,Month-to-Month,Mailed check,Mailed Check,19.55,19.55,Competitor offered more data,Competitor made better offer
Fiber optic,Yes,No,No,No,No,No,No,Yes,Yes,Month-to-month,Month-to-Month,Electronic check,Bank Withdrawal,381.3,381.3,Competitor offered more data,Competitor made better offer
DSL,Yes,No,No,No,No,No,No,No,No,Month-to-month,Month-to-Month,Electronic check,Bank Withdrawal,141.5,141.5,Competitor offered more data,Don't know
Fiber optic,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-month,Month-to-Month,Electronic check,Bank Withdrawal,3105.55,3105.55,Competitor made better offer,Poor expertise of online support
Fiber optic,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Month-to-month,Month-to-Month,Credit card (automatic),Credit Card,2758.15,2758.15,Competitor made better offer,Competitor made better offer
Fiber optic,Yes,No,No,No,No,No,No,No,No,Month-to-month,Month-to-Month,Electronic check,Bank Withdrawal,3941.7,3941.7,Competitor had better devices,Competitor made better offer
Fiber optic,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-month,Month-to-Month,Electronic check,Bank Withdrawal,1008.55,1008.55,Competitor offered higher download speeds,Competitor made better offer
Fiber optic,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-month,Month-to-Month,Electronic check,Bank Withdrawal,1842.8,1842.8,Competitor offered more data,Competitor made better offer
Fiber optic,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Month-to-month,Month-to-Month,Bank transfer (automatic),Bank Withdrawal,1269.55,1269.55,Don't know,Don't know
Fiber optic,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-month,Month-to-Month,Electronic check,Bank Withdrawal,1907.85,1907.85,Competitor had better devices,Competitor had better devices
Fiber optic,Yes,No,No,No,No,No,No,No,No,Month-to-month,Month-to-Month,Electronic check,Bank Withdrawal,208.85,208.85,Competitor had better devices,Competitor had better devices
Fiber optic,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-month,Month-to-Month,Electronic check,Bank Withdrawal,1444.65,1444.65,Competitor offered higher download speeds,Competitor had better devices
No,No,No internet service,No,No internet service,No,No internet service,No,No internet service,No,Month-to-month,Month-to-Month,Mailed check,Mailed Check,19.9,19.9,Competitor offered higher download speeds,Attitude of support person
Fiber optic,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Month-to-month,Month-to-Month,Mailed check,Mailed Check,454.15,454.15,Competitor offered higher download speeds,Competitor offered higher download speeds
Fiber optic,Yes,No,No,No,No,Yes,Yes,Yes,Yes,One year,One Year,Electronic check,Bank Withdrawal,3036.75,3036.75,Competitor offered more data,Competitor made better offer
Fiber optic,Yes,No,No,Yes,Yes,No,No,No,No,Month-to-month,Month-to-Month,Electronic check,Bank Withdrawal,184.65,184.65,Competitor offered more data,Competitor made better offer
DSL,Yes,No,No,No,No,No,No,No,No,Month-to-month,Month-to-Month,Electronic check,Bank Withdrawal,89.5,89.5,Competitor offered more data,Competitor had better devices
DSL,Yes,No,No,No,No,No,No,No,No,Month-to-month,Month-to-Month,Electronic check,Bank Withdrawal,52.2,52.2,Competitor made better offer,Competitor made better offer
Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One year,One Year,Electronic check,Bank Withdrawal,4874.8,4874.8,Competitor made better offer,Competitor made better offer
Fiber optic,Yes,No,No,No,No,Yes,Yes,Yes,Yes,One year,One Year,Electronic check,Bank Withdrawal,6125.4,6125.4,Attitude of service provider,Attitude of service provider
Fiber optic,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-month,Month-to-Month,Electronic check,Bank Withdrawal,1058.25,1058.25,Attitude of service provider,Competitor had better devices
Fiber optic,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Month-to-month,Month-to-Month,Electronic check,Bank Withdrawal,489.45,489.45,Attitude of service provider,Attitude of service provider
Fiber optic,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Month-to-Month,Electronic check,Bank Withdrawal,4113.1,4113.1,Attitude of support person,Competitor had better devices
Fiber optic,Yes,No,No,No,No,No,No,No,No,Month-to-month,Month-to-Month,Electronic check,Bank Withdrawal,69.55,69.55,Attitude of support person,Attitude of support person
Fiber optic,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One year,One Year,Bank transfer (automatic),Bank Withdrawal,6017.65,6017.65,Attitude of support person,Competitor made better offer
Fiber optic,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Two year,Two Year,Credit card (automatic),Credit Card,7250.15,7250.15,Attitude of service provider,Attitude of service provider
Fiber optic,Yes,No,No,No,No,No,No,Yes,Yes,Month-to-month,Month-to-Month,Mailed check,Mailed Check,178.7,178.7,Attitude of service provider,Attitude of service provider
Fiber optic,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Month-to-Month,Electronic check,Bank Withdrawal,2317.1,2317.1,Attitude of service provider,Attitude of service provider
Fiber optic,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Month-to-month,Month-to-Month,Credit card (automatic),Credit Card,1430.25,1430.25,Attitude of support person,Attitude of support person
Fiber optic,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-month,Month-to-Month,Bank transfer (automatic),Bank Withdrawal,644.35,644.35,Competitor made better offer,Competitor made better offer
Fiber optic,Yes,No,No,Yes,Yes,Yes,Yes,No,No,One year,One Year,Electronic check,Bank Withdrawal,5453.4,5453.4,Moved,Moved
Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One year,One Year,Electronic check,Bank Withdrawal,5610.7,5610.7,Moved,Moved
Fiber optic,Yes,No,No,No,No,Yes,Yes,No,No,Month-to-month,Month-to-Month,Electronic check,Bank Withdrawal,292.8,292.8,Moved,Moved
DSL,Yes,No,No,No,No,No,No,No,No,Month-to-month,Month-to-Month,Mailed check,Mailed Check,44.4,44.4,Competitor offered higher download speeds,Competitor had better devices
Fiber optic,Yes,No,No,No,No,Yes,Yes,Yes,Yes,One year,One Year,Electronic check,Bank Withdrawal,5509.3,5509.3,Competitor offered higher download speeds,Competitor offered higher download speeds
No,No,No internet service,No,No internet service,No,No internet service,No,No internet service,No,One year,One Year,Bank transfer (automatic),Bank Withdrawal,229.6,229.6,Competitor offered higher download speeds,Attitude of support person
Fiber optic,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-month,Month-to-Month,Electronic check,Bank Withdrawal,89.9,89.9,Don't know,Don't know
Fiber optic,Yes,No,No,No,No,Yes,Yes,Yes,Yes,One year,One Year,Electronic check,Bank Withdrawal,6413.65,6413.65,Competitor offered higher download speeds,Competitor made better offer
DSL,Yes,No,No,Yes,Yes,No,No,No,No,Month-to-month,Month-to-Month,Electronic check,Bank Withdrawal,50.8,50.8,Competitor offered higher download speeds,Competitor had better devices
Fiber optic,Yes,No,No,Yes,Yes,No,No,No,No,Month-to-month,Month-to-Month,Electronic check,Bank Withdrawal,1463.5,1463.5,Competitor offered higher download speeds,Competitor had better devices
Fiber optic,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Month-to-Month,Electronic check,Bank Withdrawal,307.4,307.4,Competitor offered higher download speeds,Competitor had better devices
Fiber optic,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-month,Month-to-Month,Credit card (automatic),Credit Card,2104.55,2104.55,Competitor offered higher download speeds,Competitor offered higher download speeds
Fiber optic,Yes,No,No,No,No,No,No,No,No,Month-to-month,Month-to-Month,Mailed check,Mailed Check,319.15,319.15,Competitor offered more data,Competitor offered more data
Fiber optic,Yes,No,No,No,No,No,No,Yes,Yes,One year,One Year,Electronic check,Bank Withdrawal,5084.65,5084.65,Competitor offered more data,Competitor offered more data
DSL,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Month-to-Month,Electronic check,Bank Withdrawal,3027.4,3027.4,Competitor offered more data,Competitor offered more data
Fiber optic,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-month,Month-to-Month,Electronic check,Bank Withdrawal,1582.75,1582.75,Competitor made better offer,Competitor made better offer
Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Month-to-Month,Electronic check,Bank Withdrawal,1043.3,1043.3,Competitor made better offer,Competitor made better offer
Fiber optic,Yes,No,No,No,No,No,No,Yes,Yes,Month-to-month,Month-to-Month,Electronic check,Bank Withdrawal,497.55,497.55,Price too high,Competitor had better devices
Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Month-to-month,Month-to-Month,Electronic check,Bank Withdrawal,6215.35,6215.35,Price too high,Price too high
Fiber optic,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Month-to-Month,Bank transfer (automatic),Bank Withdrawal,5017.9,5017.9,Price too high,Price too high
DSL,Yes,No,No,No,No,No,No,No,No,Month-to-month,Month-to-Month,Electronic check,Bank Withdrawal,24.6,24.6,Price too high,Price too high
Fiber optic,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-month,Month-to-Month,Bank transfer (automatic),Bank Withdrawal,1120.95,1120.95,Price too high,Price too high
Fiber optic,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-month,Month-to-Month,Credit card (automatic),Credit Card,923.5,923.5,Price too high,Price too high
Fiber optic,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-month,Month-to-Month,Electronic check,Bank Withdrawal,1625.65,1625.65,Price too high,Price too high
Fiber optic,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-month,Month-to-Month,Electronic check,Bank Withdrawal,918.6,918.6,Price too high,Competitor had better devices
Fiber optic,Yes,No,No,Yes,Yes,No,No,No,No,Month-to-month,Month-to-Month,Electronic check,Bank Withdrawal,688.65,688.65,Price too high,Competitor had better devices
Fiber optic,Yes,No,No,No,No,No,No,No,No,Month-to-month,Month-to-Month,Electronic check,Bank Withdrawal,73.55,73.55,Price too high,Price too high
Fiber optic,Yes,No,No,Yes,Yes,No,No,No,No,Month-to-month,Month-to-Month,Electronic check,Bank Withdrawal,205.05,205.05,Product dissatisfaction,Product dissatisfaction
Fiber optic,Yes,No,No,Yes,Yes,No,No,No,No,Month-to-month,Month-to-Month,Electronic check,Bank Withdrawal,952.3,952.3,Service dissatisfaction,Competitor had better devices
Fiber optic,Yes,No,No,No,No,No,No,Yes,Yes,Month-to-month,Month-to-Month,Electronic check,Bank Withdrawal,360.1,360.1,Lack of self-service on Website,Competitor had better devices
Fiber optic,Yes,Yes,Yes,No,No,No,No,No,No,Month-to-month,Month-to-Month,Electronic check,Bank Withdrawal,434.5,434.5,Network reliability,Network reliability
Fiber optic,Yes,No,No,No,No,No,No,No,No,Month-to-month,Month-to-Month,Bank transfer (automatic),Bank Withdrawal,215.8,215.8,Don't know,Don't know
Fiber optic,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-month,Month-to-Month,Electronic check,Bank Withdrawal,3395.8,3395.8,Don't know,Don't know
DSL,Yes,No,No,No,No,No,No,No,No,Month-to-month,Month-to-Month,Mailed check,Credit Card,85.15,85.15,Don't know,Don't know
DSL,Yes,No,No,No,No,No,No,No,No,Month-to-month,Month-to-Month,Credit card (automatic),Credit Card,44.7,44.7,Don't know,Don't know
DSL,Yes,No,No,No,No,No,No,No,No,Month-to-month,Month-to-Month,Mailed check,Mailed Check,45.7,45.7,Poor expertise of phone support,Poor expertise of phone support
Fiber optic,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-month,Month-to-Month,Credit card (automatic),Credit Card,832.35,832.35,Competitor had better devices,Competitor had better devices
No,No,No internet service,No,No internet service,No,No internet service,No,No internet service,No,Month-to-month,Month-to-Month,Electronic check,Bank Withdrawal,112.3,112.3,Competitor offered higher download speeds,Attitude of support person
Fiber optic,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-month,Month-to-Month,Electronic check,Bank Withdrawal,174.8,174.8,Competitor offered more data,Competitor offered more data
Fiber optic,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-month,Month-to-Month,Electronic check,Bank Withdrawal,90.55,90.55,Competitor made better offer,Competitor made better offer
DSL,Yes,No,No,Yes,Yes,No,No,No,No,Month-to-month,Month-to-Month,Electronic check,Bank Withdrawal,1359.7,1359.7,Competitor had better devices,Competitor had better devices
Fiber optic,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Two year,Two Year,Electronic check,Bank Withdrawal,7532.15,7532.15,Competitor had better devices,Competitor had better devices
Fiber optic,Yes,No,No,No,No,No,No,No,No,Month-to-month,Month-to-Month,Electronic check,Bank Withdrawal,69.9,69.9,Competitor offered higher download speeds,Competitor offered higher download speeds
Fiber optic,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One year,One Year,Electronic check,Bank Withdrawal,6383.35,6383.35,Competitor offered higher download speeds,Competitor had better devices
Fiber optic,Yes,No,No,No,No,No,No,Yes,Yes,Month-to-month,Month-to-Month,Electronic check,Bank Withdrawal,86.6,86.6,Competitor offered higher download speeds,Competitor offered higher download speeds
Fiber optic,Yes,No,No,Yes,Yes,No,No,No,No,Month-to-month,Month-to-Month,Bank transfer (automatic),Bank Withdrawal,2656.5,2656.5,Competitor offered more data,Competitor offered more data
Fiber optic,Yes,No,No,Yes,Yes,No,No,No,No,Month-to-month,Month-to-Month,Credit card (automatic),Credit Card,2917.5,2917.5,Competitor offered more data,Competitor offered more data
Fiber optic,Yes,No,No,No,No,No,No,No,No,Month-to-month,Month-to-Month,Credit card (automatic),Credit Card,2416.1,2416.1,Competitor offered more data,Competitor offered more data
Fiber optic,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-month,Month-to-Month,Electronic check,Bank Withdrawal,424.45,424.45,Competitor made better offer,Competitor made better offer
Fiber optic,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-month,Month-to-Month,Electronic check,Bank Withdrawal,660.9,660.9,Competitor made better offer,Competitor made better offer
Fiber optic,Yes,No,No,No,No,No,No,No,No,Month-to-month,Month-to-Month,Electronic check,Bank Withdrawal,1893.95,1893.95,Competitor had better devices,Competitor had better devices
